national_number,gen_numeric,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,Final evolution,is_final_evo,gigantamax,mega_evolution,mega_evolution_alt,description
787,7,VII,Tapu Bulu,Kapu-bulul,grass,fairy,Land Spirit Pokémon,,,1.9,45.5,3,3840,70,130,115,85,95,75,570,Grassy Surge,,,Telepathy,1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,1,0,0,Tapu Bulu,,,,,,,Tapu Bulu,TRUE,,,,"Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy."
788,7,VII,Tapu Fini,Kapu-rehire,water,fairy,Land Spirit Pokémon,,,1.3,21.2,3,3840,70,75,115,95,130,85,570,Misty Surge,,,Telepathy,1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,1,0,0,Tapu Fini,,,,,,,Tapu Fini,TRUE,,,,"This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered."
789,7,VII,Cosmog,Cosmog,psychic,,Nebula Pokémon,,,0.2,0.1,45,30720,43,29,31,29,31,37,200,Unaware,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,1,0,Cosmog,Level,Cosmoem,Level 53 in Specific Game,Solgaleo,Level 53 in Specific Game,Lunala,Lunala,FALSE,,,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care."
790,7,VII,Cosmoem,Cosmovum,psychic,,Protostar Pokémon,,,0.1,999.9,45,30720,43,29,131,29,131,37,400,Sturdy,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,1,0,Cosmog,Level,Cosmoem,Level 53 in Specific Game,Solgaleo,Level 53 in Specific Game,Lunala,Lunala,FALSE,,,,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.
791,7,VII,Solgaleo,Solgaleo,psychic,steel,Sunne Pokémon,,,3.4,230,45,30720,137,137,107,113,89,97,680,Full Metal Body,,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,0,1,0,Cosmog,Level,Cosmoem,Level 53 in Specific Game,Solgaleo,Level 53 in Specific Game,Lunala,Lunala,FALSE,,,,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.
792,7,VII,Lunala,Lunala,psychic,ghost,Moone Pokémon,,,4,120,45,30720,137,113,89,137,107,97,680,Shadow Shield,,,,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,0,1,0,Cosmog,Level,Cosmoem,Level 53 in Specific Game,Solgaleo,Level 53 in Specific Game,Lunala,Lunala,TRUE,,,,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”"
793,7,VII,Nihilego,Uturoid,rock,poison,Parasite Pokémon,,,1.2,55.5,45,30720,109,53,47,127,131,103,570,Beast Boost,,,,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,1,0,0,Nihilego,,,,,,,Nihilego,TRUE,,,,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin."
794,7,VII,Buzzwole,Massivoon,bug,fighting,Swollen Pokémon,,,2.4,333.6,45,30720,107,139,139,53,53,79,570,Beast Boost,,,,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,1,0,0,Buzzwole,,,,,,,Buzzwole,TRUE,,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
795,7,VII,Pheromosa,Pheroache,bug,fighting,Lissome Pokémon,,,1.8,25,45,30720,71,137,37,137,37,151,570,Beast Boost,,,,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,1,0,0,Pheromosa,,,,,,,Pheromosa,TRUE,,,,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power."
796,7,VII,Xurkitree,Denjyumoku,electric,,Glowing Pokémon,,,3.8,100,45,30720,83,89,71,173,71,83,570,Beast Boost,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,1,0,0,Xurkitree,,,,,,,Xurkitree,TRUE,,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
797,7,VII,Celesteela,Tekkaguya,steel,flying,Launch Pokémon,,,9.2,999.9,45,30720,97,101,103,107,101,61,570,Beast Boost,,,,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,1,0,0,Celesteela,,,,,,,Celesteela,TRUE,,,,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms."
798,7,VII,Kartana,Kamiturugi,grass,steel,Drawn Sword Pokémon,,,0.3,0.1,45,30720,59,181,131,59,31,109,570,Beast Boost,,,,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,0,0,Kartana,,,,,,,Kartana,TRUE,,,,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword."
799,7,VII,Guzzlord,Akuziking,dark,dragon,Junkivore Pokémon,,,5.5,888,45,30720,223,101,53,97,53,43,570,Beast Boost,,,,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,1,0,0,Guzzlord,,,,,,,Guzzlord,TRUE,,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
800,7,VII,Necrozma,Necrozma,psychic,psychic,Prism Pokémon,,,2.4,230,255,30720,97,107,101,127,89,79,600,Prism Armor,,,,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,0,1,0,Necrozma,,,,,,,Necrozma,TRUE,,,,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world."
801,7,VII,Magearna,Magearna,steel,fairy,Artificial Pokémon,,,1,80.5,3,30720,80,95,115,130,115,65,600,Soul-Heart,,,,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0,0,1,Magearna,,,,,,,Magearna,TRUE,,,,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.
802,7,VII,Marshadow,Marshadow,fighting,ghost,Gloomdweller Pokémon,,,0.7,22.2,3,30720,90,125,80,90,90,125,600,Technician,,,,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,0,0,1,Marshadow,,,,,,,Marshadow,TRUE,,,,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating."
803,7,VII,Poipole,Bevenom,poison,,Poison Pin Pokémon,,,0.6,1.8,45,30720,67,73,67,73,67,73,420,Beast Boost,,,,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,1,0,0,Poipole,Level up while knowing  Dragon Pulse,Naganadel,,,,,Naganadel,FALSE,,,,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,7,VII,Naganadel,Agoyon,poison,dragon,Poison Pin Pokémon,,,3.6,150,45,30720,73,73,73,127,73,121,540,Beast Boost,,,,1,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,1,0,0,Poipole,Level up while knowing  Dragon Pulse,Naganadel,,,,,Naganadel,TRUE,,,,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,7,VII,Stakataka,Tsundetsunde,rock,steel,Rampart Pokémon,,,5.5,820,30,30720,61,131,211,53,101,13,570,Beast Boost,,,,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,1,0,0,Stakataka,,,,,,,Stakataka,TRUE,,,,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
806,7,VII,Blacephalon,Zugadon,fire,ghost,Fireworks Pokémon,,,1.8,13,30,30720,53,127,53,151,79,107,570,Beast Boost,,,,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,1,0,0,Blacephalon,,,,,,,Blacephalon,TRUE,,,,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,7,VII,Zeraora,Zeraora,electric,,Thunderclap Pokémon,,,1.5,44.5,3,30720,88,112,75,102,80,143,600,Volt Absorb,,,,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,1,Zeraora,,,,,,,Zeraora,TRUE,,,,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,7,VII,Meltan,Meltan,steel,,Hex Nut Pokémon,,,0.2,8,3,30720,46,65,65,55,35,34,300,Magnet Pull,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,1,Meltan,400 Candy in Pokémon GO,Melmetal,,,,,Melmetal,FALSE,,,,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,7,VII,Melmetal,Melmetal,steel,,Hex Nut Pokémon,,,2.5,800,3,30720,135,143,143,80,65,34,600,Iron Fist,,,,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0,0,0,Meltan,400 Candy in Pokémon GO,Melmetal,,,,,Melmetal,TRUE,Gigantamax Melmetal,,,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan."
810,8,VIII,Grookey,Sarunori,grass,,Chimp Pokémon,88.14,11.86,0.3,5,45,5120,50,65,50,40,40,65,310,Overgrow,,,Grassy Surge,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Grookey,Level ,Thwackey,Level ,Rillaboom,,,Rillaboom,FALSE,,,,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,8,VIII,Thwackey,Bachinki,grass,,Beat Pokémon,88.14,11.86,0.7,14,45,5120,70,85,70,55,60,80,420,Overgrow,,,Grassy Surge,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Grookey,Level ,Thwackey,Level ,Rillaboom,,,Rillaboom,FALSE,,,,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,8,VIII,Rillaboom,Gorilander,grass,,Drummer Pokémon,88.14,11.86,2.1,90,45,5120,100,125,90,60,70,85,530,Overgrow,,,Grassy Surge,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Grookey,Level ,Thwackey,Level ,Rillaboom,,,Rillaboom,TRUE,Gigantamax Rillaboom,,,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,8,VIII,Scorbunny,Hibanny,fire,,Rabbit Pokémon,88.14,11.86,0.3,4.5,45,5120,50,71,40,40,40,69,310,Blaze,,,Libero,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Scorbunny,Level ,Raboot,Level ,Cinderace,,,Cinderace,FALSE,,,,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,8,VIII,Raboot,Rabbifoot,fire,,Rabbit Pokémon,88.14,11.86,0.6,9,45,5120,65,86,60,55,60,94,420,Blaze,,,Libero,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Scorbunny,Level ,Raboot,Level ,Cinderace,,,Cinderace,FALSE,,,,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,8,VIII,Cinderace,Aceburn,fire,,Striker Pokémon,88.14,11.86,1.4,33,45,5120,80,116,75,65,75,119,530,Blaze,,,Libero,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Scorbunny,Level ,Raboot,Level ,Cinderace,,,Cinderace,TRUE,Gigantamax Cinderace,,,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,8,VIII,Sobble,Messon,water,,Water Lizard Pokémon,88.14,11.86,0.3,4,45,5120,50,40,40,70,40,70,310,Torrent,,,Sniper,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Sobble,Level ,Drizzile,Level ,Inteleon,,,Inteleon,FALSE,,,,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,8,VIII,Drizzile,Jimeleon,water,,Water Lizard Pokémon,88.14,11.86,0.7,11.5,45,5120,65,60,55,95,55,90,420,Torrent,,,Sniper,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Sobble,Level ,Drizzile,Level ,Inteleon,,,Inteleon,FALSE,,,,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,8,VIII,Inteleon,Inteleon,water,,Secret Agent Pokémon,88.14,11.86,1.9,45.2,45,5120,70,85,65,125,65,120,530,Torrent,,,Sniper,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Sobble,Level ,Drizzile,Level ,Inteleon,,,Inteleon,TRUE,Gigantamax Inteleon,,,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,8,VIII,Skwovet,Hoshigarisu,normal,,Cheeky Pokémon,50.2,49.8,0.3,2.5,255,5120,70,55,55,35,35,25,275,Cheek Pouch,,,Gluttony,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Skwovet,Level ,Greedent,,,,,Greedent,FALSE,,,,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,8,VIII,Greedent,Yokubarisu,normal,,Greedy Pokémon,50.2,49.8,0.6,6,90,5120,120,95,95,55,75,20,460,Cheek Pouch,,,Gluttony,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Skwovet,Level ,Greedent,,,,,Greedent,TRUE,,,,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,8,VIII,Rookidee,Kokogara,flying,,Tiny Bird Pokémon,50.2,49.8,0.2,1.8,255,3840,38,47,35,33,35,57,245,Keen Eye,Unnerve,,Big Pecks,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0,0,0,Rookidee,Level ,Corvisquire,Level ,Corviknight,,,Corviknight,FALSE,,,,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,8,VIII,Corvisquire,Aogarasu,flying,,Raven Pokémon,50.2,49.8,0.8,16,120,3840,68,67,55,43,55,77,365,Keen Eye,Unnerve,,Big Pecks,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,0,0,0,Rookidee,Level ,Corvisquire,Level ,Corviknight,,,Corviknight,FALSE,,,,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,8,VIII,Corviknight,Armorga,flying,steel,Raven Pokémon,50.2,49.8,2.2,75,45,3840,98,87,105,53,85,67,495,Pressure,Unnerve,,Mirror Armor,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,0,0,0,Rookidee,Level ,Corvisquire,Level ,Corviknight,,,Corviknight,TRUE,Gigantamax Corviknight,,,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
824,8,VIII,Blipbug,Satchimushi,bug,,Larva Pokémon,50.2,49.8,0.4,8,255,3840,25,20,20,25,45,45,180,Swarm,Compoundeyes,,Telepathy,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Blipbug,Level ,Dottler,Level ,Orbeetle,,,Orbeetle,FALSE,,,,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,8,VIII,Dottler,Redomushi,bug,psychic,Radome Pokémon,50.2,49.8,0.4,19.5,120,3840,50,35,80,50,90,30,335,Swarm,Compoundeyes,,Telepathy,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0,0,0,Blipbug,Level ,Dottler,Level ,Orbeetle,,,Orbeetle,FALSE,,,,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,8,VIII,Orbeetle,Iorofu,bug,psychic,Seven Spot Pokémon,50.2,49.8,0.4,40.8,45,3840,60,45,110,80,120,90,505,Swarm,Frisk,,Telepathy,1,2,1,1,0.5,1,0.25,1,0.5,2,0.5,2,2,2,1,2,1,1,0,0,0,Blipbug,Level ,Dottler,Level ,Orbeetle,,,Orbeetle,TRUE,Gigantamax Orbeetle,,,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,8,VIII,Nickit,Kusune,dark,,Fox Pokémon,50.2,49.8,0.6,8.9,255,3840,40,28,28,47,52,50,245,Run Away,Unburden,,Stakeout,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Nickit,Level ,Thievul,,,,,Thievul,FALSE,,,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,8,VIII,Thievul,Fokusurai,dark,,Fox Pokémon,50.2,49.8,1.2,19.9,127,3840,70,58,58,87,92,90,455,Run Away,Unburden,,Stakeout,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Nickit,Level ,Thievul,,,,,Thievul,TRUE,,,,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,8,VIII,Gossifleur,Himenka,grass,,Flowering Pokémon,50.2,49.8,0.4,2.2,190,5120,40,40,60,40,60,10,250,Cotton Down,Regenerator,,Effect Spore,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Gossifleur,Level ,Eldegoss,,,,,Eldegoss,FALSE,,,,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,8,VIII,Eldegoss,Watashiraga,grass,,Cotton Bloom Pokémon,50.2,49.8,0.5,2.5,75,5120,60,50,90,80,120,60,460,Cotton Down,Regenerator,,Effect Spore,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Gossifleur,Level ,Eldegoss,,,,,Eldegoss,TRUE,,,,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,8,VIII,Wooloo,Wooloo,normal,,Sheep Pokémon,50.2,49.8,0.6,6,255,3840,42,40,55,40,45,48,270,Fluffy,Run Away,,Bulletproof,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Wooloo,Level ,Dubwool,,,,,Dubwool,FALSE,,,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,8,VIII,Dubwool,Baiwooloo,normal,,Sheep Pokémon,50.2,49.8,1.3,43,127,3840,72,80,100,60,90,88,490,Fluffy,Steadfast,,Bulletproof,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Wooloo,Level ,Dubwool,,,,,Dubwool,TRUE,,,,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,8,VIII,Chewtle,Kamukame,water,,Snapping Pokémon,50.2,49.8,0.3,8.5,255,5120,50,64,50,38,38,44,284,Strong Jaw,Shell Armor,,Swift Swim,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Chewtle,Level ,Drednaw,,,,,Drednaw,FALSE,,,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,8,VIII,Drednaw,Kajiragame,water,rock,Bite Pokémon,50.2,49.8,1,115.5,75,5120,90,115,90,48,68,74,485,Strong Jaw,Shell Armor,,Swift Swim,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1,0,0,0,Chewtle,Level ,Drednaw,,,,,Drednaw,TRUE,Gigantamax Drednaw,,,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,8,VIII,Yamper,Wanpachi,electric,,Puppy Pokémon,50.2,49.8,0.3,13.5,255,5120,59,45,50,40,50,26,270,Ball Fetch,,,Rattled,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Yamper,Level ,Boltund,,,,,Boltund,FALSE,,,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,8,VIII,Boltund,Pulsewan,electric,,Dog Pokémon,50.2,49.8,1,34,45,5120,69,90,60,90,60,121,490,Strong Jaw,,,Competitive,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Yamper,Level ,Boltund,,,,,Boltund,TRUE,,,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,8,VIII,Rolycoly,Tandon,rock,,Coal Pokémon,50.2,49.8,0.3,12,255,3840,30,40,50,40,50,30,240,Steam Engine,Heatproof,,Flash Fire,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Rolycoly,Level ,Carkol,Level ,Coalossal,,,Coalossal,FALSE,,,,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,8,VIII,Carkol,Troggon,rock,fire,Coal Pokémon,50.2,49.8,1.1,78,120,3840,80,60,90,60,70,50,410,Steam Engine,Flame Body,,Flash Fire,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0,0,0,Rolycoly,Level ,Carkol,Level ,Coalossal,,,Coalossal,FALSE,,,,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
839,8,VIII,Coalossal,Sekitanzan,rock,fire,Coal Pokémon,50.2,49.8,2.8,310.5,45,3840,110,80,120,80,90,30,510,Steam Engine,Flame Body,,Flash Fire,0.5,0.25,4,1,1,0.5,2,0.5,4,0.5,1,0.5,2,1,1,1,1,0.5,0,0,0,Rolycoly,Level ,Carkol,Level ,Coalossal,,,Coalossal,TRUE,Gigantamax Coalossal,,,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,8,VIII,Applin,Kajitchu,grass,dragon,Apple Core Pokémon,50.2,49.8,0.2,0.5,255,5120,40,40,80,40,40,20,260,Ripen,Gluttony,,Bulletproof,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,0,0,Applin,Use Tart Apple,Flapple,Use Sweet Apple,Appletun,,,Appletun,FALSE,,,,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,8,VIII,Flapple,Appryu,grass,dragon,Apple Wing Pokémon,50.2,49.8,0.3,1,45,5120,70,110,80,95,60,70,485,Ripen,Gluttony,,Hustle,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,0,0,Applin,Use Tart Apple,Flapple,Use Sweet Apple,Appletun,,,Appletun,FALSE,Gigantamax Flapple,,,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,8,VIII,Appletun,Tarupple,grass,dragon,Apple Nectar Pokémon,50.2,49.8,0.4,13,45,5120,110,85,80,100,80,30,485,Ripen,Gluttony,,Thick Fat,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2,0,0,0,Applin,Use Tart Apple,Flapple,Use Sweet Apple,Appletun,,,Appletun,TRUE,,,,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,8,VIII,Silicobra,Snahebi,ground,,Sand Snake Pokémon,50.2,49.8,2.2,7.6,255,5120,52,57,75,35,50,46,315,Sand Spit,Shed Skin,,Sand Veil,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Silicobra,Level ,Sandaconda,,,,,Sandaconda,FALSE,,,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,8,VIII,Sandaconda,Sadaija,ground,,Sand Snake Pokémon,50.2,49.8,3.8,65.5,120,5120,72,107,125,65,70,71,510,Sand Spit,Shed Skin,,Sand Veil,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,0,0,0,Silicobra,Level ,Sandaconda,,,,,Sandaconda,TRUE,Gigantamax Sandaconda,,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,8,VIII,Cramorant,Uu,flying,water,Gulp Pokémon,50.2,49.8,0.8,18,45,5120,70,85,55,85,95,85,475,Gulp Missile,,,,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Cramorant,,,,,,,Cramorant,TRUE,,,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,8,VIII,Arrokuda,Sashikamasu,water,,Rush Pokémon,50.2,49.8,0.5,1,255,5120,41,63,40,40,30,66,280,Swift Swim,,,Propeller Tail,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Arrokuda,Level ,Barraskewda,,,,,Barraskewda,FALSE,,,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,8,VIII,Barraskewda,Kamasujoo,water,,Skewer Pokémon,50.2,49.8,1.3,30,60,5120,61,123,60,60,50,136,490,Swift Swim,,,Propeller Tail,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Arrokuda,Level ,Barraskewda,,,,,Barraskewda,TRUE,,,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,8,VIII,Toxel,Elezun,electric,poison,Baby Pokémon,50.2,49.8,0.4,11,75,6400,40,38,35,54,35,40,242,Rattled,Static,,Klutz,1,1,1,0.5,0.5,1,0.5,0.5,4,0.5,2,0.5,1,1,1,1,0.5,0.5,0,0,0,Toxel,"Level 30 + Adamant, Brave, Docile, Hardy, Hasty, Impish, Jolly, Lax, Naive, Naughty, Rash, Quirky, Sassy Nature",Toxtricity,,,,,Toxtricity,FALSE,,,,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
